Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Biological_Process_2021,positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),2/29,0.0092030974751143,0.0468521326005821,0,0,15.02116402116402,70.4224490277819,PYCARD;BID,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.25813907581455886
GO_Biological_Process_2021,hydrogen peroxide metabolic process (GO:0042743),2/29,0.0092030974751143,0.0468521326005821,0,0,15.02116402116402,70.4224490277819,GPX1;CYBA,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.25813907581455886
GO_Biological_Process_2021,regulation of establishment of planar polarity (GO:0090175),3/88,0.0097909960306668,0.0486297505024694,0,0,7.209824135839903,33.35475235562723,AP2S1;RAC1;PFN1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,negative regulation of interleukin-1 production (GO:0032692),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,GSTP1;CD33,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,GSN;AIF1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,regulation of protein localization to membrane (GO:1905475),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,GSN;ACTB,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,positive regulation of endopeptidase activity (GO:0010950),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,PYCARD;PRELID1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,maintenance of blood-brain barrier (GO:0035633),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,ACTB;ACTG1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Biological_Process_2021,morphogenesis of an epithelium (GO:0002009),2/30,0.0098285778207101,0.0486297505024694,0,0,14.48396501457726,66.95156387938638,ACTB;ACTG1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2633109434912317
GO_Molecular_Function_2021,actin monomer binding (GO:0003785),2/25,0.0068890740028299,0.0491220928897441,0,0,17.637089618456077,87.79423275712823,PFN1;TMSB10,6,100,human,GO_Molecular_Function_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2652142354643523
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),3/89,0.0100963507773187,0.0497548166306266,0,0,7.1256293454807,32.74640846917216,PYCARD;GPX1;KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2678624090302916
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),2/31,0.0104724512850622,0.0511986507269709,0,0,13.983814215341308,63.75230908786907,LGALS9;AIF1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.27404217658384905
GO_Biological_Process_2021,prostaglandin metabolic process (GO:0006693),2/31,0.0104724512850622,0.0511986507269709,0,0,13.983814215341308,63.75230908786907,CD74;GSTP1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.27404217658384905
GO_Biological_Process_2021,positive regulation of ERK1 and ERK2 cascade (GO:0070374),4/172,0.0109278197077072,0.0532137307505743,0,0,4.893849206349207,22.102793313136463,PYCARD;CD74;LGALS9;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2805489858608105
GO_Biological_Process_2021,positive regulation of interleukin-10 production (GO:0032733),2/32,0.0111345221222248,0.0540068159629175,0,0,13.517006802721088,60.79550767481704,PYCARD;LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.28251565505935067
GO_Molecular_Function_2021,aminopeptidase activity (GO:0004177),2/27,0.0080081065105895,0.0547220611556953,0,0,16.224489795918366,78.32049478663112,CTSH;LAP3,6,100,human,GO_Molecular_Function_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2848330170492133
GO_Biological_Process_2021,negative regulation of cellular protein metabolic process (GO:0032269),3/94,0.0117059445280262,0.0559830089465594,0,0,6.732411917978928,29.943469004228515,CST3;CSTB;GAPDH,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,negative regulation of MAPK cascade (GO:0043409),3/94,0.0117059445280262,0.0559830089465594,0,0,6.732411917978928,29.943469004228515,RGS2;IL1B;GSTP1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),2/33,0.0118145960439167,0.0559830089465594,0,0,13.08031599736669,58.0559303610333,FCER1G;IFI30,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,apoptotic cell clearance (GO:0043277),2/33,0.0118145960439167,0.0559830089465594,0,0,13.08031599736669,58.0559303610333,TYROBP;RAC1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,regulation of histone acetylation (GO:0035065),2/33,0.0118145960439167,0.0559830089465594,0,0,13.08031599736669,58.0559303610333,SPI1;IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,lytic vacuole organization (GO:0080171),2/33,0.0118145960439167,0.0559830089465594,0,0,13.08031599736669,58.0559303610333,GRN;LAMTOR1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2885254582598814
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),5/274,0.0121953107697267,0.0575196273796803,0,0,3.840931324594013,16.925846526377644,PYCARD;CD74;LGALS9;LAMTOR1;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2943504409821031
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),6/381,0.0122322584200294,0.0575196273796803,0,0,3.323404255319149,14.635204477539704,CD74;PRELID1;GSTP1;ANXA5;CTSH;BID,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2943504409821031
GO_Biological_Process_2021,protein stabilization (GO:0050821),4/179,0.0125026307917825,0.0577354892757596,0,0,4.696428571428571,20.578886765787093,GRN;TYROBP;PFN1;GAPDH,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2944947817012743
GO_Biological_Process_2021,regulation of activated T cell proliferation (GO:0046006),2/34,0.0125124802245355,0.0577354892757596,0,0,12.67091836734694,55.51165721021778,PYCARD;LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2944947817012743
GO_Biological_Process_2021,negative regulation of mitochondrion organization (GO:0010823),2/34,0.0125124802245355,0.0577354892757596,0,0,12.67091836734694,55.51165721021778,PRELID1;GPX1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2944947817012743
GO_Biological_Process_2021,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),2/34,0.0125124802245355,0.0577354892757596,0,0,12.67091836734694,55.51165721021778,SPI1;KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2944947817012743
GO_Biological_Process_2021,protein destabilization (GO:0031648),2/34,0.0125124802245355,0.0577354892757596,0,0,12.67091836734694,55.51165721021778,GSN;CTSH,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2944947817012743
GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),3/97,0.0127385466637258,0.0585592891407097,0,0,6.516560649265189,28.432553772777887,RGS2;IL1B;GSTP1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.2974409092535475
GO_Cellular_Component_2021,Lewy body (GO:0097413),1/5,0.0247535287182936,0.0590276454051617,0,0,50.24242424242424,185.83603697375267,GPX1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.29832221137388004
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),8/625,0.0130862348345992,0.0599339825882019,0,0,2.717637939539145,11.78420635272748,PYCARD;GRN;FCER1G;IL1B;CTSH;CYBA;RAC1;AIF1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3017852299735343
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),2/35,0.0132279832722483,0.0601360715550183,0,0,12.286332714904145,53.14355844722063,LGALS9;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3024793000865664
GO_Biological_Process_2021,regulation of protein polymerization (GO:0032271),2/35,0.0132279832722483,0.0601360715550183,0,0,12.286332714904145,53.14355844722063,COTL1;PFN1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3024793000865664
GO_Cellular_Component_2021,intermediate filament (GO:0005882),2/50,0.025948961945953,0.0607107788924185,0,0,8.44047619047619,30.82144266223132,VIM;HLA-DRB1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.30471892006983614
GO_Biological_Process_2021,positive regulation of stress-activated MAPK cascade (GO:0032874),3/99,0.0134550429542985,0.0609434298518226,0,0,6.380154639175258,27.48826655672556,PYCARD;SPI1;IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3056041439335948
GO_Biological_Process_2021,positive regulation of innate immune response (GO:0045089),2/36,0.0139609152364795,0.0623182883019668,0,0,11.92436974789916,50.93486932982207,SPI1;CD1D,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.31047037177318487
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),2/36,0.0139609152364795,0.0623182883019668,0,0,11.92436974789916,50.93486932982207,CD74;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.31047037177318487
GO_Biological_Process_2021,membrane assembly (GO:0071709),2/36,0.0139609152364795,0.0623182883019668,0,0,11.92436974789916,50.93486932982207,ANXA2;S100A10,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.31047037177318487
GO_Biological_Process_2021,positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),2/36,0.0139609152364795,0.0623182883019668,0,0,11.92436974789916,50.93486932982207,RAC1;S100A10,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.31047037177318487
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),3/102,0.0145721785315227,0.0648119998225125,0,0,6.185879412683536,26.15786422245009,GRN;IL1B;CTSH,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.31867874168604576
GO_Biological_Process_2021,regulation of transport (GO:0051049),2/37,0.0147110875878218,0.0651944601014265,0,0,11.583090379008746,48.87083992538764,ACTB;ACTG1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3202248494079457
GO_Cellular_Component_2021,adherens junction (GO:0005912),3/132,0.0285811776295865,0.0654015874871961,0,0,4.740110285303285,16.851124783599985,ANXA2;ACTB;S100A11,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3204065285012687
GO_Cellular_Component_2021,integral component of plasma membrane (GO:0005887),13/1454,0.0290087686435144,0.0654015874871961,0,0,1.9141161549690109,6.7762719492240775,IGSF6;FCER1G;CYBA;CD1D;CD1C;TYROBP;HLA-DRA;FCER1A;HLA-DQA2;HLA-DQA1;HLA-DRB1;CD33;HLA-DPA1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3204065285012687
GO_Cellular_Component_2021,alveolar lamellar body (GO:0097208),1/6,0.0296309633944118,0.065611418944769,0,0,40.19191919191919,141.432767389918,CTSH,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3212673535017914
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),2/38,0.0154783132235365,0.0681045781835606,0,0,11.260770975056689,46.9384448645158,GRN;SAMHD1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3303829167734877
GO_Biological_Process_2021,lysosome organization (GO:0007040),2/38,0.0154783132235365,0.0681045781835606,0,0,11.260770975056689,46.9384448645158,GRN;LAMTOR1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3303829167734877
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),3/105,0.0157404409875109,0.0690114708064536,0,0,6.003032140691328,24.92172011518436,PRELID1;ANXA2;KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.33357906011990096
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),6/404,0.0159145657853725,0.0695274647077268,0,0,3.127659574468085,12.950138591290791,ARPC1B;AP2S1;CYBA;RAC1;ACTB;ACTG1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.33590077357001313
GO_Cellular_Component_2021,cortical cytoskeleton (GO:0030863),2/58,0.0341280219187038,0.0712674483475236,0,0,7.231778425655976,24.426318589638807,GSN;COTL1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,AP-2 adaptor complex (GO:0030122),1/7,0.0344842492004146,0.0712674483475236,0,0,33.49158249158249,112.77461836050252,AP2S1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,multivesicular body lumen (GO:0097486),1/7,0.0344842492004146,0.0712674483475236,0,0,33.49158249158249,112.77461836050252,CTSH,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,clathrin coat of endocytic vesicle (GO:0030128),1/7,0.0344842492004146,0.0712674483475236,0,0,33.49158249158249,112.77461836050252,AP2S1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),2/40,0.0170631829128301,0.0742821249067375,0,0,10.66702470461869,43.42366746060685,PYCARD;GSTP1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
